cleanText,new_labels_1
in congress right now were doing the best job we have ever done in women in the federal legislature but its still only 19 percent,1
while introducing donald trump former new york city mayor rudy giuliani omitted the september 11 2001 strikes as a successful terrorist attack during the eight years before president obamas 2008 election,1
today california is kicking our butt creating more jobs and more economic growth than texas,1
most americans support the legalization of marijuana,1
50 of hispanic students count on pell grants to pay for college,1
donald trump is against marriage equality he wants to go back,1
california is home to the largest death row population in the western hemisphere,1
overdosing is now the number one accidental killer in our commonwealth,1
says the media distorted what happened with a baby at his rally,1
the mosquito population in south florida is larger than it is in many other communities in the country,1
illinois suffered 1652 overdose deaths in 2014 of which 40 percent were associated with heroin illinois is ranked number one in the nation for a decline in treatment capacity between 2007 and 2012 and is now ranked the third worst in the country for statefunded treatment capacity,1
says danny tarkanian wants to defund planned parenthood and would outlaw a womans right to choose even in cases of rape or incest,1
we fixed a loophole in the gun background record check system so that we could make our commonwealth safer,1
after the shootings of dallas policemen nearly 500 people applied in just 12 days,1
the koch network is spending more money in a senate race in ohio than anywhere else in the country,1
ninety percent of americans want our background check system strengthened and expanded to cover more gun sales,1
speakers at the democratic national convention made zero mentions of the global terrorist threat posed by isis,1
i wake up every morning in a house the white house that was built by slaves,1
we created 800000 new jobs we cut the unemployment rate almost in half and today new york state has more private sector jobs than it has ever had in its history,1
an amendment pushed by lyndon johnson many years ago threatens religious institutions with a loss of their taxexempt status if they openly advocate their political views,1
our trade deficit in goods reached nearly 800 billion last year alone,1
fortythree million americans are on food stamps,1
for decades the states gas tax has been among the highest in the nation,1
says hillary clinton said all workrelated emails were sent back to the state department the fbi director said thats not true,1
there are at least twice as many licensed firearm dealers in california as there are mcdonalds,1
says gary farmers claim that he received an a from the nra is an absolute lie,1
over the last six years the state of illinois spent about 320 million on illegal immigrants,1
a shocking 20 veterans are committing suicide each and every day especially our older veterans,1
says gop senate nominee darryl glenn said he wants to see ted cruz appointed to the u s supreme court,1
the united states is the oldest democracy in the world,1
says donald trump wants to get rid of the federal minimum wage,1
more people now die in wisconsin from drug overdoses than car crashes,1
proposed nc law for body camera footage gives police broad authority to keep video footage secret even from individuals who are filmed,1
says donald trumps proposed tax treatment of hedge fund managers makes the current loophole even worse,1
if you are a member of union your median weekly income is roughly 200 more than if you are a nonunion member and that doesnt include benefits,1
risk analysts listed donald trump a donald trump presidency as one of the top threats facing the global economy ahead of terrorism,1
the major immigration issue was about poles and bulgarians and romanians and that they werent contributing economically the unemployment rate among poles in britain is lower than the unemployment rate among brits,1
the national park service has an annual budget that is less than the city of austin,1
says donald trump called pregnant employees an inconvenience,1
the lgbt community is more often the victims of hate crimes than any other recognized group,1
says hillary clinton said she was under attack in bosnia but the attack turned out to be young girls handing her flowers,1
says kelly ayotte voted again yesterday against a proposal to expand background checks buyers can continue to simply go online or to gun shows to purchase guns without background checks,1
swaziland has the highest rate of hiv infection in the world,1
nine million people have lowercost hivaids medicine because of the work of the clinton foundation and my husband,1
only half of the murders in the city of st louis get solved,1
says donald trump mocked someone with a disability,1
the labor force participation rate the share of the potential workforce that is actually working or looking for work currently stands below 63 the lowest level since the 1970s,1
since 1978 college tuition nationwide has gone up something like four times the rate of inflation,1
a trade war is something very different than curbing new trade agreements we went down that road in the 1930s it made the great depression longer and more painful,1
the 2015 legislature passed the fewest laws in 20 years,1
the chicago bears have had more starting quarterbacks in the last 10 years than the total number of tenured uw faculty fired during the last two decades,1
say video shows massive alligator strolling across florida golf course,1
vietnamese is the third most commonly spoken language in texas,1
when i was secretary of state i had a very high approval rating,1
you can import as many hemp products into this country as you want but we cant grow it,1
we now do have evidence that donald trump is being used as a recruiting tool for terrorists,1
before 2005 the percentage of texas high school students meeting the college readiness standards of the texas higher education coordinating board stood at 28 in english and 42 in math those figures stood at 65 and 66 in 2013,1
under donald trumps tax plan the top 01 percent of taxpayers people earning multiple millions of dollars a year on average would get more tax relief than the bottom 60 percent of taxpayers combined,1
the united states has a low voter turnout rate,1
austin is number one in texas in startups venture capital and patents,1
for the first time in over 40 years republicans dont hold a single statewide office in virginia,1
the city of clarkston cant decriminalize marijuana only state legislators and congress can do that,1
says 15anhour proposal in cleveland is the most aggressive minimum wage increase in the country,1
before april 22 we have restored the rights of more than 18000 individuals which is more than the past seven governors combined in their fouryear terms,1
closing the tobacco loophole would save missouri taxpayers 50000000,1
after my first year as governor i was one of the most unpopular governors maybe the most unpopular governor in the country it changed,1
in two years gov mcauliffe has vetoed more bills that the previous three governors issued in each of their fouryear terms,1
north carolina has one of the fastest growing populations as well as the fastest growing economy in the country,1
pat toomey advocated for eliminating all corporate taxes,1
says he was the only republican to vote against creating a house panel to investigate planned parenthood,1
i earned more votes in the state of wisconsin than donald trump did in new york,1
a tax on soda and juice drinks would disproportionately increase taxes on lowincome families in philadelphia,1
as a former federal prosecutor i prosecuted over 4000 cases,1
says republican presidential candidate and gov john kasich has spent 177 days out of state and used 350000 in taxpayer money on his costly campaign,1
says new hampshires second congressional district includes two counties where almost 5 percent if not more of residents are enrolled in the states expanded medicaid program,1
in nine democratic debates weve not had one question about a womans right to make her own decisions about reproductive health care not one question,1
right now here in texas wind power is already cheaper than dirty fossil fuels,1
in malaysia many of the workers are indentured servants because their passports are taken away when they come into this country and are working in slavelike conditions,1
states with the highest gun ownership rates also have the highest suicide rates,1
polls show hillary clinton wins every time with donald trump as her opponent,1
more people are struck by lightning than commit inperson voter fraud by impersonation,1
the barber regulation here in missouri is 10000 words longthe book of revelation is also 10000 words long,1
when it comes to fighting terrorism another thing we know that does not work based on lots of empirical evidence is torture,1
big soda has a lot of money they make a lot of profit off their product and they market in neighborhoods that suffer from these very things that were trying to cure,1
since 1900 six u s supreme court justices have been confirmed during election years including justice anthony kennedy who was confirmed in the final year of the reagan administration,1
during three and a half years of campaigning lamar smith has never once appeared at a moderated debate to defend his positions on the issues,1
virginia now is the number one exporter of agricultural products to cuba we have now jumped to number one,1
bernie sanders passed more roll call amendments in a republican congress than any other member,1
according to the centers for disease control and prevention cdc about 120 americans on average die from a drug overdose every day overall drug overdose deaths now outnumber deaths from firearms,1
we do not have an overcrowding problem as a matter of fact rhode island has one of the lowest incarceration rates in the country,1
six justices on the u s supreme court have been confirmed in presidential election years since 1912,1
six justices on the u s supreme court have been confirmed in presidential election years since 1912,1
says a youtube video shows thomas dimassimo the man who rushed trump at an ohio rally dragging the american flag on the ground like it was a piece of garbage,1
gun violence is by far the leading cause of death for young african american men outstripping the next nine causes of death combined,1
the u s doesnt make television sets anymore,1
one would have to go back more than a century to find a scenario where a presidents nominee for the supreme court was confirmed by the opposition party in the senate when the vacancy occurred during an election year,1
we understand that this heroin is primarily coming from mexico over the border,1
the walton family of walmart this one family owns more wealth than the bottom 40 percent of the american people,1
more than once ive actually had a conversation with the protesters on substance,1
foreign aid is less than 1 percent of our federal budget,1
when the city and the fairmount park conservancy invested 5 million in hunting park crime went down 89 percent within a half mile radius of the park over the next three years,1
like marco rubio sen barack obama had one of the worst attendance records in the senate,1
theres no correlation between primary turnout and wins in the fall in the last 11 elections,1
there have been multiple media reports about donald trumps business dealings with the mob with the mafia,1
texas is home to millions of latinas but the state has never elected a latina to congress,1
building a wall on the u s mexico border will take literally years,1
africanamericans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do,1
theres never been a u s supreme court vacancy in the last i think 30 years lasting longer than 237 days,1
people have actually broken down the transcripts for oral arguments and antonin scalia told more jokes and got more laughs than any of the other justices,1
we are almost halfway to our goal of 1000 rapes prosecuted,1
says donald trump supported impeachment of president george w bush,1
north koreas missiles are not going to have a capability to reach the united states anytime real soon,1
the africanamerican community lost half of their wealth as a result of the wall street collapse,1
says president john f kennedy released a star green bay packer from military reserve duty so that he could play in the 1961 nfl championship game,1
says she is 6th in hard dollars raised and has more cash on hand than governors john kasich and chris christie combined,1
owen in ma vs owen in ri advantagerhode island,1
china is practicing how to blow up our satellites,1
i am the only candidate that has endorsed bernie sanders for president in pa ive got bernies back,1
it is rare that a retirement grade determination is conducted for an officer previously retired from the u s armed forces,1
texas is growing twice as fast as the rest of the country,1
when a gallup poll asked about presidential candidate characteristics when they get to the question on would you vote for a socialist it is even less popular than voting for atheists,1
since john f kennedy was assassinated in 1963 more americans have died by gunfire within our own country than american servicemen and women who were killed in all our wars,1
anyone can die of a toothache,1
in 40 years of broadcast i have never endorsed any candidate,1
two million new jobs have been created in california since 2011,1
today if you were raised poor youre just as likely to stay poor as you were 50 years ago,1
says bernie sanders has reversed his position on immunity for gun manufacturers and sellers,1
boston is just 60 minutes away and its offering subsidies to developers who can charge higher rent than you can get in providence while construction costs are more or less equal as a result the boston skyline is completely dominated by the cranes,1
says marco rubio knows full well i voted for his amendment to increase military spending to 697 billion,1
our businesses have created jobs every single month since obamacare became law,1
lets start with the premise that rhode island already has one of the 10 strictest gun laws amongst all the states,1
guantanamo has never been a key component of isis or alqaida propaganda,1
here in wisconsin weve put in previous budgets more money into mental health services than any governor has in the last 25 years,1
says american polling shows russian president vladimir putin has an 80 percent approval rating,1
the united states spends almost three times per capita what they spend in the u k on health care and 50 percent more than they pay in france,1
if you are going to kill the families of terrorists realize that theres something called the geneva convention were going to have to pull out of,1
since 2008 gwinnett countys population has grown 15 percent while the county government staff has increased only 1 percent,1
the u s tax rate on successful small businesses is 446 percent while the business tax rate in canada is 15 percent,1
since 2008 we have cut 5000 positions from virginia public schools,1
probably less than 4 percent of wisconsin residents are enjoying the subsidies from obamacare,1
the number of people in atlanta dying from hiv and aids declined 59 percent between 2004 and 2012,1
twentyfive percent of our kids in foster care are there because their parents are involved in drugs,1
the world food demand is going to double sometime between now and 2070,1
says president barack obama will not utter the words radical islamic terrorism and as matter of policy nobody in the administration will say the words radical islamic terrorism,1
more black babies are aborted in nyc than born,1
instead of fighting isis the saudis have focused more on a campaign to oust iranbacked houthi rebels in yemen,1
wisconsins 6th congressional district has more manufacturing jobs than almost any other in the nation,1
when president barack obama said isis or isil was contained he was responding very specifically to the geographic expansion of isil in iraq and syria,1
says income tax rates under eisenhower were as high as 90 percent,1
will hurd tends to have a 96 percent straight republican straight party voting record,1
there are more words in the irs code than there are in the bible,1
marco rubio spent 400k of your tax dollars remodeling offices and building a membersonly lounge,1
most americans are ready to put it marijuana prohibition behind us and move on,1
dark money spending in the 2016 election cycle is 10 times what it was at the same point in the 2012 election cycle when it topped 308 million,1
electric car sales in georgia have dropped dramatically since a 5000 tax credit was eliminated and a 200 annual registration fee was imposed july 1,1
a texas police department bought an ad telling drug dealers we can take your competition off the streets for free,1
in 2008 thensen barack obama missed 60 or 70 percent of his votes in 2004 john kerry missed close to 60 to 70 percent and bob graham missed over 30 percent of his votes,1
after today govjaynixon will have been overridden more times than all previous governors in mo history moleg,1
brewpubs cant sell growlers of their beer to customers,1
60 percent of all americans do not want to see planned parenthood defunded,1
sen sanders did vote five times against the brady bill,1
says donald trump supports eminent domain and the supreme courts kelo decision,1
90 of americans want national background checks that close loopholes,1
since 2008 u s crude oil output has increased by over 80 percent an increase of over 4 million barrels a day that is the fastest increase in u s history,1
we have 650 people who move to texas every day,1
says bernie sanders was there when it came to samesex marriage 20 years ago he was there when it wasnt popular,1
theres no money for planned parenthood in the bill that would keep the government open,1
six of the 10 richest counties in the united states surround washington d c,1
the racial and ethnic makeup of the gwinnett county sheriffs office mirrors the community it serves,1
on the main gop presidential debate not one candidate on the debate stage has military experience,1
no openly gay man has ever been elected to the georgia legislature,1
tens of thousands of atlanta households pay more than 30 percent of their income towards rent,1
just about half of rural hospitals operate in the red in virginia they operate at a loss,1
eightythree law enforcement officers have died in the line of duty this year twentyfour of them were shot and killed in cold blood,1
the marijuana that kids are smoking today is not the same as the marijuana that jeb bush smoked 40 years ago,1
georgias crct set some of the lowest expectations for student proficiency in the nation,1
im the only governor in america who signed a law that says there needs to be an independent investigation any time theres a death of someone in police custody,1
the state of texas is funding womens health services at historically high levels they just increased their level another 50 million for the next two years,1
trump proposed enacting the largest tax increase in american history,1
georgia has the 9th highest rate of adults ages 18 to 64 without a high school diploma or ged,1
of the 25 wealthiest nations were the only one that doesnt provide basic health coverage,1
saudi arabia has the thirdlargest military budget in the entire world,1
by the end of this budget im in right now taxes will have been cut 47 billion in my state,1
more americans have died from guns in the united states since 1968 than on battlefields of all the wars in american history,1
says ron johnson opposes entirely a federal minimum wage except perhaps for guest workers,1
to vote in mexico every eligible mexican citizen has to have a tamperproof photoid card with a thumbprint and an embossed hologram,1
last year we had zero percent growth in gdp in virginia the only states that did worse than us were alaska and mississippi,1
there are actually only 30 countries that practice birthright citizenship,1
less than half of the poorest american households have a home internet subscription,1
youre more likely to get struck by lightning in texas than find inperson voter fraud,1
says donald trump has changed his mind on abortion,1
africanamerican children are 500 percent more likely to die from asthma than white kids,1
the republican presidential nominee hasnt won women since 1988,1
since volvo spurned georgia for south carolina in early may some 3455 jobs promising more than 800 million in investments have come to the peach state,1
the majority of the hispanic population and the growth of the population is u s born,1
with the exception of baby formula the federal government does not require any food to carry an expiration date and state laws vary widely,1
says david jolly refused to cut spending for a national greenhouse in d c,1
hillary clintons state department actually admonished one of her ambassadors because he wasnt using the proper server,1
says donald trump has supported a canadianstyle universal health care system,1
the murder rate in atlanta is on the rise this year,1
says bill and hillary clinton attended donald trumps last wedding,1
the actual deportations from the interior of the country are way down under president obama,1
says scott walkers views on abortion are more restrictive than any republican president in recent times,1
in new orleans nearly 100 percent of our kids are in charter schools,1
despite what donald trump claims there werent 15000 people who turned out in phoenix to see trump speak,1
says she called for addressing risks of derivatives cracking down on subprime mortgages and improving financial oversight early on in the financial crisis,1
jasper county in texas raised property taxes by 7 percent in order to pay for one death penalty case,1
replacing 100000 old toilets with waterefficient models has saved 24 million gallons of water every day,1
greece is not a big economy its about the size of metropolitan miami,1
the house of representatives just voted 300131 to remove countryoforigin labeling on chicken pork and beef sold in the u s,1
says his release of 33 years of tax returns is more than any presidential candidate in history,1
only five states including georgia do not have a hate crimes law,1
if you want to vote in texas you can use a concealedweapon permit as a valid form of identification but a valid student id isnt good enough,1
between 1980 and 2010 water usage in georgia dropped even as the states population grew,1
46 percent of women between the age of 16 to 24 despise sexual contact in japan,1
more than half of women under 30 who give birth do so outside of marriage,1
the confederate battle flag at the south carolina statehouse must fly at a height of 30 feet any changes taken down or even at halfstaff if that can be done must be passed by a supermajority of the general assembly,1
this march for the first time in human history the monthly average carbon dioxide in our atmosphere exceeded 400 parts per million the range had been 170300 parts per million for hundreds of thousands of years,1
the top 25 hedge fund managers are making more than all of americas kindergarten teachers combined,1
ninetyseven percent of americans do not receive subsidies for health care under the affordable care act,1
georgia residents file the most insurance claims for lightning strikes in the country,1
47 percent of americans cant pay for an unexpected 400 expense through savings or credit cards without selling something or borrowing money,1
we reduced the government workforce by 13000 11 percent during my eight years,1
our reserves are now in much better shape than they were just a few years ago,1
fox news barely covered the duggar family scandal until megyn kelly was able to secure this interview,1
since 2010 eight children in georgia have died due to vehicular heatstroke,1
you can fill out your tax return in estonia online in five minutes,1
one out of five of our children live in a family thats on food stamps,1
for the first time in 35 years we have more businesses dying than we do starting,1
we spend more money on lobbying than we do on campaigns,1
a 5050 publicprivate split for paying for a new milwaukee bucks arena would be much better in terms of the portion of the public financing than most of the other arena projects done around the country,1
if you count united states airstrikes against isis 75 percent of those combat missions return to base without having fired a weapon,1
says sen rand paul rky has stated that supporting the right to health care means you believe in slavery,1
georgia ranks 49th for women serving in elected state and federal offices,1
says he was known as veto corleone for cutting spending as florida governor,1
the united states is one of only seven nations that allows elective abortions after 20 weeks postfertilization,1
accidents are down 50 percent and injury accidents are down 60 percent in the rebuilt marquette interchange in milwaukee,1
georgia is on track for 1200 traffic fatalities this year a reversal of nine years of declines,1
annual precipitation has increased in rhode island by over 12 inches in the last century,1
says mike huckabee appeared in diabetes infomercials to endorse cures and treatments that no health agency supports,1
the state budget will include scholarship money for minority students as a concession to senate democrats for supporting the gopinitiated transportation bill,1
during the bush administration you actually had a prominent liberal write a book about how bush was preparing for a fascist takeover of this country,1
an audit shows there are 65 million people who have active social security numbers who are 112 years of age or older,1
wisconsins nondiscrimination law doesnt protect members of the transgender community,1
when we moved into the white house we had the lowest net worth of any family since harry truman,1
the people of tiverton have historically supported gambling measures at a rate higher than the rest of the state,1
the iranians are now saying that what were saying the deal is and what they understand it to be are two different things,1
distracted driving such as texting behind the wheel is behind a rise in traffic deaths on georgia roadways this year,1
im the only member of the house of representatives who raised most of his campaign funds in the last election from small contributions of less than 200,1
of the 13 bill clinton speeches that fetched 500000 or more only two occurred during the years his wife was not secretary of state,1
hillary clintons state department sent three comedians to india on the make chai not war tour,1
the unemployment rate among blacks in texas is 95 far more than double white unemployment and wages have fallen for black workers in texas since 2000,1
we have an 80 percent graduation rate in high school after spending more per student than any country in the world other than liechtenstein i think or luxembourg and a couple other small countries,1
the fastestgrowing part of the pentagons budget are health care expenses,1
more than 30 cents of every state tax dollar goes to medicaid,1
we are in the sixth year of recovery and median income is below what it was at the start of the recovery,1
wisconsins attorney general and state treasurer ordered the daughter of earth day founder gaylord nelson not to discuss climate change on state time,1
you cant build a christian church in saudi arabia,1
seventy percent of americans dont have a college degree,1
lawmakers were paid for their offseason efforts to for the first time take the lead in drawing borders for two wouldbe cities,1
did you know that the u s is one of the very few nations in the world without an official language,1
says he paid one dollar for a sweater at kohls,1
white people control almost 90 percent of the nations wealth,1
under current conditions by 2023 the interest payments on the national debt will be 722 billion larger than the projected defense spending of 696 billion,1
liberty university students were mandated to attend sen ted cruzs presidential announcement or they would be fined,1
ted cruz was the longestserving solicitor general in the history of texas,1
uber and other rideshare firms are not required to carry auto insurance under georgia law,1
polling shows that nearly 74 percent of national rifle association members support requiring background checks for all gun sales,1
the proposed transportation tax plan revokes a taxcredit for consumers electric cars while the state retains similar credits for similar vehicles for businesses,1
under legislation that has cleared the georgia house some children who are legal refugees could obtain state scholarships to attend private schools,1
contrary to popular belief we actually dont have that many public employeeswe are well below average in the number of public employees,1
research performed by economists has shown no consistent positive impact on jobs income or tax revenues arising from stadiums or sports franchises,1
already this calendar year since january 1 we have had more than 20000 people come across the border apprehended unauthorized,1
america produces more oil and gas than any other nation in the world,1
six of the nations 10 wealthiest counties according to median income are in and around the washington d c area,1
the clintons foundation took millions from foreign governments including united arab emirates and saudi arabia,1
thirty u s cities have triple a baseball teams and virtually everyone of them is playing in government owned ballparks,1
the potential iran nuclear agreement would limit iran to the number of centrifuges needed for a weapon but too few for a nuclear power program,1
georgias share of money from the federal highway trust fund declined 12 percent between 2008 and 2013,1
last year we saw the first reduction in the federal prison population in 32 years,1
cigarette butts poison babies and small children because of the nicotine in them,1
a bill to eliminate delta air lines jet fuel tax breaks violates federal law and puts the state at risk of losing critical funding from the federal aviation administration,1
the department of homeland security is the only federal department not funded for this entire fiscal year by congress,1
the 2012 national survey on drug use and health found that up to half of daily marijuana smokers become addicted an estimated 27 million people in the u s,1
there are countries in africa where they have higher vaccination rates than here in the united states,1
the governors budget proposal reduces the state austerity cut to education to under 500 million for 2016,1
if someone is in a room that has measles and leaves and you walk in two hours later you could get measles from that person,1
measles is one of the most common causes of child blindness worldwide,1
science is very certain that the measles vaccine doesnt cause autism,1
since i took office over 319000 new private sector jobs have been created in georgia with nearly 93000 of those coming in the past 12 months,1
georgia roadway fatalities this year 59 please drive safely,1
only 18 percent of jobs are accessible by transit for metro atlanta residents 33 percent for those living in the city,1
since gov nathan deal office in 2011 the states rainy day fund has grown by 643 percent,1
the republican party has not won a presidential election without either a bush or a nixon on the ticket since 1928,1
democrats have lost more than 900 state legislators since barack obama has been president,1
the merger of georgia state university and georgia perimeter college will make gsu one of the largest universities in the nation with more than 54000 students,1
the economy is creating jobs at the fastest pace since 1999,1
in president barack obamas 2015 state of the union address the words alqaida were never used the first time those words have not been used in a state of the union address since february 2001,1
america is no 1 one in oil and gas,1
the religious liberty bill proposed in the georgia house of representatives does not specifically exclude corporations which means they can legally claim a religious exemption,1
over the past five years the american automobile industry has created about 500000 new jobs,1
federal officials declared that grant funds could be used only for milwaukees streetcar project meaning it isnt possible to redirect the money to other modes of public transportation or to our public schools,1
supreme court 15 times over the last 120 years has said marriage is a fundamental right and never said it had to be between a man and a woman,1
mercedes said high taxes and the cost of doing business in new jersey worked to georgias advantage in landing the companys usa corporate headquarters,1
i belong to the aflcio,1
a private company building a natural gas pipeline into florida is being forced to spend months under the review of six federal agencies,1
state school funding per pupil is down 16 percent compared to 2009 after adjusting for inflation,1
after world war ii we tried convicted and in some cases executed japanese soldiers for war crimes that included charges of waterboarding,1
january through november 2014 the year so far were the hottest first 11 months of any year recorded,1
western europeans can fly in the united states without even having a visa,1
colorado raked in 60 million in marijuana taxes and licensing fees in the past year,1
only 42 percent of young georgians have a college certificate or degree but soon 60 percent of jobs will require some college credential,1
were now the no 1 producer of oil in the world weve surpassed saudi arabia,1
the president has decided to move forward with executive actions on immigration that he has said on numerous occasions that he didnt have the constitutional power to take,1
texas families have kept more than 10 billion in their family budgets since we successfully fought to restore texas sales tax deduction a decade ago,1
the united states decided waterboarding was torture back when we courtmartialed american soldiers for waterboarding philippine insurgents in the philippine revolution,1
only 20 colleges and universities have athletic departments with revenue exceeding expenses,1
my wife is going to be the first hispanic first lady in the history of texas,1
were spending millions for each individual held at guantanamo bay cuba,1
my property taxes went down largely because my technical college portion went down 355 because of the money we put in at state,1
the u s has 5 percent of the worlds population 25 percent of the worlds known prison population,1
the united states right now incarcerates more africanamericans as a percentage than apartheid south africa did,1
mike martinez cut a deal with prosecutors to avoid facing possible jail time and stuck us with his 2465750 legal bill,1
unlike marijuana medical cannabis oil can not get you high,1
there are more african american men in prison jail on probation or parole than were enslaved in 1850,1
thirtyeight states georgia not included have appointed rather than elected state school superintendents,1
at the 50 milwaukee schools serving at least 80 africanamerican and at least 80 low income students the reading proficiency is 8,1
in 2010 uninsured voters made up about 5 percent of the electorate,1
too many tattoos on visible body parts keep some applicants out of the military,1
rhode islands legislature is the strongest in the country,1
wisconsin is below the national average in wage growth and job growth,1
turkeys today weigh 298 pounds in the 30s they weighed 132 pounds,1
fox news uses photo of a married couple promoting traditional marriage and the photo is actually of a samesex couple,1
georgia ranks no 9 in the rate of women murdered by men,1
the president of the united states came in the tuesday before the election in a ward that went 99 for him in the last election and they couldnt even increase the vote there,1
congress has 11 percent approval ratings yet 964 percent of incumbent lawmakers were reelected in 2014,1
georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses,1
ill be the only economist in the u s house,1
i spent only 3629 on my campaign for governor,1
among the developed nations we are the least economically and socially mobile country in the world,1
the last time republican u s senate candidates beat more than two incumbents was 1980,1
kansas has not elected somebody other than a republican to the u s senate since before the wizard of oz hit the movie theaters,1
we have the thirdlowest minimum wage of developed countries,1
before world war ii very few people actually had health insurance,1
says sen rand pauls 2011 budget included a big cut in the cdc,1
governor carcieri has not been campaigning with me,1
a lawyer demanded several houston pastors hand over to the city government many of their private papers including their sermons,1
ninetyfive percent of oregonians now have health insurance coverage tens of thousands for the very first time,1
in the past three years we have prosecuted or brought more cases on access to public records than in the previous 12 years combined,1
almost every state has offered an insurance plan on its health exchange that does not cover abortion,1
says jeb bush not charlie crist signed legislation that let duke energy collect money for nuclear projects,1
my office sends federal money back every year,1
says rick scott changed his promise from 700000 jobs created on top of what normal growth would be to just 700000 jobs,1
says scott brown cosponsored legislation to let employers deny women coverage for birth control,1
the states overall revenues only returned this year to 2007 levels,1
tsa will accept drivers priv cards for id at the airport,1
saudi arabia is the only muslim country out of 47 muslimmajority countries where women can not get licenses to drive,1
more women were killed by their husbands or boyfriends since sept 11 than all the americans who were killed by 911 or in afghanistan and iraq,1
we have a retiree that is collecting a 17000 paycheck a month tax free,1
when i was mayor providence was one of the five renaissance cities of america according to usa today in those days money magazine said it was the fifth best city to live in in america in addition to that all cities almanac said in 1994 i believe that it was the safest city in america,1
says u s rep steve southerland voted to keep the shutdown going,1
since i took office wisconsin ranks 11th in the nation in total business establishment growth compared to 47th in the years mary burke was commerce secretary,1
more than three women per day lose their lives at the hands of their partners,1
the president referred to the syrian opposition just a few months ago as pharmacists and doctors and so on,1
more people are apprehended after illegally crossing the u s mexico border a week than are born in texas each week,1
miller brewing is not a u s company any more neither is anheuserbusch,1
eight out of the nine states with competitive senate races hispanics make up less than 10 percent of the electorate,1
opponent glenn hegar expressed pride in legislated cuts to public school funding,1
we cut our deficits by more than half,1
in georgia perdues company closed plants and moved jobs to china,1
wisconsins dead last in midwest job growth,1
al sharpton went to ferguson mo and is declaring as a matter of fact that michael brown didnt use any deadly force or posed no deadly threat to the officer,1
wisconsin is dead last in income growth among midwestern states during gov scott walkers term,1
says president barack obama released a statement on the death of brother robin williams before a statement on brother michael brown,1
new glarus brewing co s spotted cow is available only in wisconsin,1
the no 1 cause of death for africanamerican males 1534 is murder,1
the majority of austinites rent the places they live,1
washington has incentivized the militarization of local police precincts,1
texas prosecutor rosemary lehmberg purchased 72 bottles of vodka in just one store alone in just over a year,1
before i was state treasurer my rhode island business helped create over 1000 jobs,1
says keene n h requested a militarygrade armored personnel truck citing their annual pumpkin festival as a possible target for terrorists,1
jason carter backed three of nathan deals budgets but accuses the governor of underfunding education,1
under mayor tom barrett the number of milwaukee police officers has not increased,1
the milwaukee police department has seized nearly as many firearms this year as the much larger new york city police department,1
it cost us more to shut the government down than to keep it open,1
milwaukee county sheriff david a clarke jr advised citizens to point that barrel center mass and pull the trigger because 911 is not our best option,1
san antonio is now the largest city in the united states ever to have an african american woman mayor,1
there has never been an alderman who has defeated an incumbent mayor in the history of this great city,1
its been 17 years that weve had unemployment higher than the national average in oregon,1
the house of representatives has never sued a sitting president in all of u s history,1
there are approximately 20000 annual gun purchases in rhode island,1
more women are graduating from college now than men,1
black voter turnout in 2012 exceeded the rate of white voter turnout even in the states with the strictest voter id laws,1
says iowa senate candidate joni ernst promises to shut down the department of education and abolish the epa,1
says central texas river water sent to downstream rice farmers in 2011 equaled about three years worth of austins water use,1
at the beginning of world war ii we had a relatively small army smaller than portugals,1
the u s military footprint in africa is nearly nonexistent,1
fifa pressured brazil into passing a socalled budweiser bill allowing beer sales in soccer stadiums,1
cantors campaign spent more at steakhouses than brat spent on his entire campaign,1
by 2009 dozens of senior terrorists had been taken off the battlefield by drones,1
brazil built a 300 million stadium in the amazon rainforest that is only going to be used for four world cup games and theres no team that can fill it afterwards,1
right now america has 11 trillion of student debt thats more than credit card debt,1
the israelis gave up 1000 terrorists in return for one sergeant,1
four maybe five latinos have served on the austin city council,1
public display of a long rifle is perfectly legal in texas,1
marijuana is less addictive than both alcohol and tobacco,1
the numbers make it clear that georgia voters are increasingly taking advantage of early voting opportunities,1
rick perry doesnt think there should be a federal minimum wage,1
ninetyseven percent of the time thats how often mark warner votes with president obama,1
says dan patrick proposed arizonastyle showmeyourpapers legislation,1
with only 67 bills or so passed into law 2013 was the least productive year in congressional history since weve been keeping record,1
the rhode island parole board never received an objection from the attorney general to the parole of convicted murder alfred brissette,1
i am the only senator who turned down the state pension plan for parttime legislators,1
a white family is likely to have about six times as much wealth than a black or hispanic family coming out of the recession,1
my treasury team eliminated a 900case backlog in the crime victim compensation program,1
in rhode island today 25 percent of our households either dont have a bank account at all or they have a bank account and theyre still relying on highcost financial services like payday loans pawn shop check cashing and so on,1
did you know us population growth is at its lowest since the great depression,1
americans spend 61 billion hours a year on tax preparation,1
says charlie crist implemented jeb bushs a plan,1
from 1972 until 2011 the number of epa employees increased by 107 percent while the number of total federal personnel decreased by 15 percent,1
during lyndon b johnsons first 20 years in congress he opposed every civil rights measure that came up for a vote,1
the capitol rotunda was actually made to invite the people in and to accommodate protests,1
in 2006 charlie crist opposed instate tuition for illegal immigrants,1
